city,osm_id,highway_type,name,surface,lanes,maxspeed,lit,oneway,scraped_at
Manouba,180160679,path,,gravel,,,,,2026-02-15T13:37:07.024090
Manouba,180160680,path,,gravel,,,,,2026-02-15T13:37:07.024090
Manouba,180160681,path,,gravel,,,,,2026-02-15T13:37:07.024090
Manouba,180160682,path,,gravel,,,,,2026-02-15T13:37:07.024090
Manouba,180170275,footway,,,,,,,2026-02-15T13:37:07.024090
Manouba,180170276,steps,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180026,residential,نهج أفلاطون,,,,,,2026-02-15T13:37:07.024090
Manouba,180180027,residential,نهج جندوبة,,,,,,2026-02-15T13:37:07.024090
Manouba,180180028,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180029,residential,نهج الصادقية,,,,,,2026-02-15T13:37:07.024090
Manouba,180180030,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180031,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180032,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180033,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180034,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180035,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180036,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180037,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180038,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180039,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180040,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180041,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180042,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180043,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180044,residential,نهج الصادقية زنقة عدد 1,,,,,,2026-02-15T13:37:07.024090
Manouba,180180045,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180105,footway,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180107,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180108,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180109,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180110,motorway_link,,,1,,,yes,2026-02-15T13:37:07.024090
Manouba,180180111,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180112,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180113,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180114,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180115,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180116,residential,نهج الصاروخ,,,,,,2026-02-15T13:37:07.024090
Manouba,180180117,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180180118,pedestrian,,,,,,,2026-02-15T13:37:07.024090
Manouba,180205800,residential,نهج الطاهر الحداد,,,,,,2026-02-15T13:37:07.024090
Manouba,180205801,residential,نهج ليما,,,,,,2026-02-15T13:37:07.024090
Manouba,180205803,residential,نهج البرتقال,,,,,,2026-02-15T13:37:07.024090
Manouba,180205806,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180205807,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180205808,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180205809,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180205810,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180205812,secondary,شارع الحبيب بوقطفة,,,,,,2026-02-15T13:37:07.024090
Manouba,180208815,residential,زنقة المناضل,,,,,,2026-02-15T13:37:07.024090
Manouba,180208818,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208820,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180208821,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208822,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208823,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180208824,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208825,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180208827,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208828,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208829,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208830,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208831,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180208833,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208834,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208835,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208836,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208837,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208838,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208839,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208840,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208841,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208843,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208844,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180208845,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208846,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180208847,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180208848,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208850,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208851,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180208852,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208853,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208854,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208855,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208856,primary_link,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180208857,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208858,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208859,residential,,,,,,no,2026-02-15T13:37:07.024090
Manouba,180208860,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208861,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208862,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208863,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208864,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208865,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208866,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180208867,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208868,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208869,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208870,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208871,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208872,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208873,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208874,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208875,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180208876,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180208877,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239474,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239478,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239482,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239484,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239488,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239489,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239490,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239495,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239497,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239499,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239500,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239501,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180239502,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180239503,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239512,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239513,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239516,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239517,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239518,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239519,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239520,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239521,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239523,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239526,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239527,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239528,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239529,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239530,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239531,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239532,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239533,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239534,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239536,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239539,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239541,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239542,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239543,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239544,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239547,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239548,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239550,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239552,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239554,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180239558,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239559,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239560,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239561,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180239562,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180239563,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180242259,service,نهج جبل الأخضر,,,,,,2026-02-15T13:37:07.024090
Manouba,180242269,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180242270,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180242271,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180242272,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267935,tertiary,شارع الملاسين,,,,,,2026-02-15T13:37:07.024090
Manouba,180267958,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267960,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180267962,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267964,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180267966,residential,نهج فلوريان,,,,,,2026-02-15T13:37:07.024090
Manouba,180267971,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267972,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267973,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267976,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267978,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267983,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267987,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267989,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267991,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267992,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267994,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267995,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267996,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267997,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180267999,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180268008,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180268009,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180268015,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180564551,primary_link,الطريق الوطنية تونس - طبرقة - الجزائر,,,,,,2026-02-15T13:37:07.024090
Manouba,180564552,primary_link,الطريق الوطنية تونس - طبرقة - الجزائر,,,,,,2026-02-15T13:37:07.024090
Manouba,180564553,primary_link,الطريق الوطنية تونس - طبرقة - الجزائر,,,,,,2026-02-15T13:37:07.024090
Manouba,180690884,residential,نهج طاهر بن ابراهيم,,,,,,2026-02-15T13:37:07.024090
Manouba,180690889,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180690890,footway,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690891,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180690892,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690893,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690894,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690895,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690896,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690897,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690898,footway,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690899,steps,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690900,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180690901,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180690902,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690903,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690904,footway,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690905,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690906,tertiary,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180690907,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690908,footway,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690909,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690910,service,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180690911,footway,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690912,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690913,footway,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690914,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690915,footway,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690916,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690917,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690918,steps,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690919,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690920,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690921,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690922,residential,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180690923,footway,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690924,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690925,footway,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690927,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690928,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690929,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690931,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690932,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690933,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180690934,residential,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,180690935,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,180693012,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,181935294,primary,نهج محمد بدرة,asphalt,2,,,yes,2026-02-15T13:37:07.024090
Manouba,182091892,residential,نهج النيجر,asphalt,,,yes,,2026-02-15T13:37:07.024090
Manouba,182091896,residential,نهج مالي,asphalt,,,yes,,2026-02-15T13:37:07.024090
Manouba,182091897,residential,نهج السنغال,asphalt,2,,yes,yes,2026-02-15T13:37:07.024090
Manouba,182091920,residential,نهج السنغال,asphalt,2,,yes,yes,2026-02-15T13:37:07.024090
Manouba,182091924,pedestrian,,asphalt,,,yes,,2026-02-15T13:37:07.024090
Manouba,182091930,residential,نهج كينيا,asphalt,,,yes,yes,2026-02-15T13:37:07.024090
Manouba,182091932,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,182091933,residential,نهج النيجر,asphalt,,,yes,yes,2026-02-15T13:37:07.024090
Manouba,182100736,residential,نهج 8002,asphalt,,,yes,,2026-02-15T13:37:07.024090
Manouba,182100737,residential,نهج 8010,asphalt,,,yes,yes,2026-02-15T13:37:07.024090
Manouba,182100738,residential,نهج إبن النديم,asphalt,,,yes,yes,2026-02-15T13:37:07.024090
Manouba,182186301,unclassified,زنقة 4 نهج 8612,asphalt,,,,,2026-02-15T13:37:07.024090
Manouba,182186302,unclassified,زنقة 6 نهج 8612,asphalt,,,,,2026-02-15T13:37:07.024090
Manouba,182774260,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,182774261,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,182774287,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,182774289,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,184964415,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,184964416,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,184964417,residential,,asphalt,,,yes,,2026-02-15T13:37:07.024090
Manouba,184964418,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,184964419,residential,نهج عمان,,,,,,2026-02-15T13:37:07.024090
Manouba,184964422,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,184964423,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,184964425,tertiary,شارع الهادي شاكر,asphalt,,,,,2026-02-15T13:37:07.024090
Manouba,184964426,secondary,Avenue de Paris,asphalt,1,,,yes,2026-02-15T13:37:07.024090
Manouba,184964428,residential,نهج ابن خلدون,,,,,,2026-02-15T13:37:07.024090
Manouba,184964430,residential,Rue Abderrazek Cheraïbi,,,,,,2026-02-15T13:37:07.024090
Manouba,185007929,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185007932,residential,نهج عبد الله ابن يزيد,,,,,,2026-02-15T13:37:07.024090
Manouba,185007934,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185007935,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185007938,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185007941,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185007942,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185017663,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185017666,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185017672,residential,,unpaved,,,,,2026-02-15T13:37:07.024090
Manouba,185017708,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185017724,residential,,,,,,yes,2026-02-15T13:37:07.024090
Manouba,185017727,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,185537788,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185537794,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185537796,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185537797,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185537799,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185537807,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185537811,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185537814,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185662141,residential,Rue El Mazouna,,,,,,2026-02-15T13:37:07.024090
Manouba,185662148,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185662150,residential,نهج 32004,,,,,,2026-02-15T13:37:07.024090
Manouba,185662188,residential,,,,,,,2026-02-15T13:37:07.024090
Manouba,185753192,unclassified,,,,,,,2026-02-15T13:37:07.024090
Manouba,188875446,residential,نهج علي الحداد مقاوم,,,,,,2026-02-15T13:37:07.024090
Manouba,188875451,residential,نهج محمد التريكي,,,,,,2026-02-15T13:37:07.024090
Manouba,188881523,residential,شارع الباهي الادغم وزير اول سابق,,,,,yes,2026-02-15T13:37:07.024090
Manouba,189024085,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,189024086,service,,,,,,,2026-02-15T13:37:07.024090
Manouba,189024087,residential,شارع الباهي الادغم وزير اول سابق,,,,,no,2026-02-15T13:37:07.024090
Manouba,189024533,steps,,,,,,,2026-02-15T13:37:07.025093
Manouba,189024534,steps,,,,,,,2026-02-15T13:37:07.025093
Manouba,190017095,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,190248846,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,190297394,residential,,,,,,,2026-02-15T13:37:07.025093
Manouba,190297402,residential,,,2,,,,2026-02-15T13:37:07.025093
Manouba,190310038,residential,,,,,,,2026-02-15T13:37:07.025093
Manouba,190310039,footway,,,,,,,2026-02-15T13:37:07.025093
Manouba,190316040,steps,,,,,,,2026-02-15T13:37:07.025093
Manouba,190316041,footway,,,,,,,2026-02-15T13:37:07.025093
Manouba,190316042,footway,,,,,,,2026-02-15T13:37:07.025093
Manouba,190316043,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,190359649,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,190359651,unclassified,,,,,,,2026-02-15T13:37:07.025093
Manouba,190359652,unclassified,,,,,,,2026-02-15T13:37:07.025093
Manouba,190359653,unclassified,,,,,,,2026-02-15T13:37:07.025093
Manouba,191161090,steps,,,,,,,2026-02-15T13:37:07.025093
Manouba,191838484,motorway,الطريق السريعة تونس - بوسالم,,2,110,,yes,2026-02-15T13:37:07.025093
Manouba,191838487,motorway,الطريق السريعة تونس - بوسالم,,2,110,,yes,2026-02-15T13:37:07.025093
Manouba,191936033,track,,ground,,,,,2026-02-15T13:37:07.025093
Manouba,191936034,track,,ground,,,,,2026-02-15T13:37:07.025093
Manouba,191936035,track,,ground,,,,,2026-02-15T13:37:07.025093
Manouba,191936036,track,,ground,,,,,2026-02-15T13:37:07.025093
Manouba,191936037,track,,ground,,,,,2026-02-15T13:37:07.025093
Manouba,191936038,track,,ground,,,,,2026-02-15T13:37:07.025093
Manouba,191936040,track,,ground,,,,,2026-02-15T13:37:07.025093
Manouba,191936041,track,,ground,,,,,2026-02-15T13:37:07.025093
Manouba,191944209,service,,concrete,,,,yes,2026-02-15T13:37:07.025093
Manouba,191944210,service,,concrete,,,,yes,2026-02-15T13:37:07.025093
Manouba,191983734,residential,,,,,,,2026-02-15T13:37:07.025093
Manouba,191983735,residential,,,,,,,2026-02-15T13:37:07.025093
Manouba,191983736,residential,,,,,,,2026-02-15T13:37:07.025093
Manouba,191983737,footway,,,,,,,2026-02-15T13:37:07.025093
Manouba,191983738,footway,,,,,,,2026-02-15T13:37:07.025093
Manouba,191983739,residential,نهج علي الجريدي,,,,,,2026-02-15T13:37:07.025093
Manouba,191983740,steps,,,,,,,2026-02-15T13:37:07.025093
Manouba,191983741,residential,,,,,,,2026-02-15T13:37:07.025093
Manouba,191983742,residential,,,,,,,2026-02-15T13:37:07.025093
Manouba,191983743,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,191983744,footway,,,,,,,2026-02-15T13:37:07.025093
Manouba,191983745,residential,,,,,,,2026-02-15T13:37:07.025093
Manouba,191983746,steps,,,,,,,2026-02-15T13:37:07.025093
Manouba,191983747,residential,نهج 10711,,,,,,2026-02-15T13:37:07.025093
Manouba,191983749,steps,,,,,,,2026-02-15T13:37:07.025093
Manouba,191983750,secondary,,,,,,yes,2026-02-15T13:37:07.025093
Manouba,191983751,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,191983775,residential,,,,,,,2026-02-15T13:37:07.025093
Manouba,191983777,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,191983778,residential,نهج 10671,,,,,,2026-02-15T13:37:07.025093
Manouba,191983779,secondary,,,,,,,2026-02-15T13:37:07.025093
Manouba,192114366,tertiary,,,,,,,2026-02-15T13:37:07.025093
Manouba,192482877,footway,,,,,,,2026-02-15T13:37:07.025093
Manouba,192482879,footway,,,,,,,2026-02-15T13:37:07.025093
Manouba,192482880,footway,,,,,,,2026-02-15T13:37:07.025093
Manouba,192482884,footway,,,,,,,2026-02-15T13:37:07.025093
Manouba,192482888,footway,,,,,,,2026-02-15T13:37:07.025093
Manouba,192482890,footway,,,,,,,2026-02-15T13:37:07.025093
Manouba,192482891,footway,,,,,,,2026-02-15T13:37:07.025093
Manouba,193467997,residential,Rue Moustapha Radhouane,asphalt,,,no,,2026-02-15T13:37:07.025093
Manouba,193467998,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,193467999,living_street,,concrete,,,,,2026-02-15T13:37:07.025093
Manouba,193468000,residential,نهج إبن الشماع,asphalt,,,yes,yes,2026-02-15T13:37:07.025093
Manouba,193468001,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,193468002,service,,asphalt,,,,,2026-02-15T13:37:07.025093
Manouba,193468003,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,193468004,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,196012453,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,196012455,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,196012456,residential,,,,,,yes,2026-02-15T13:37:07.025093
Manouba,196063570,trunk_link,,,1,,,yes,2026-02-15T13:37:07.025093
Manouba,198010511,residential,نهج علي ابن ابي طالب,asphalt,,,yes,,2026-02-15T13:37:07.025093
Manouba,198945444,residential,نهج زبير ابن العوام,,,,,,2026-02-15T13:37:07.025093
Manouba,198945445,residential,نهج محمد بن عمار الورتتاني,,,,,,2026-02-15T13:37:07.025093
Manouba,200513486,residential,,,,,,,2026-02-15T13:37:07.025093
Manouba,200513490,primary,الطريق الوطنية تونس - طبرقة,,,,,yes,2026-02-15T13:37:07.025093
Manouba,200513492,primary,الطريق الوطنية تونس - طبرقة,,,,,yes,2026-02-15T13:37:07.025093
Manouba,200515453,residential,,,,,,,2026-02-15T13:37:07.025093
Manouba,200515454,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,200515455,tertiary,شارع موسى بن نصير,,,,,,2026-02-15T13:37:07.025093
Manouba,200515456,tertiary,شارع الحبيب ثامر,,,,,,2026-02-15T13:37:07.025093
Manouba,200515457,tertiary,شارع الحبيب ثامر,,,,,,2026-02-15T13:37:07.025093
Manouba,200515458,tertiary,شارع موسى بن نصير,,,,,yes,2026-02-15T13:37:07.025093
Manouba,200515460,tertiary,شارع موسى بن نصير,,,,,yes,2026-02-15T13:37:07.025093
Manouba,200658845,residential,نهج الصادق ثابت,,,,,,2026-02-15T13:37:07.025093
Manouba,200659046,residential,نهج ابن سينا,asphalt,,,,,2026-02-15T13:37:07.025093
Manouba,200659047,residential,نهج الأهرام,,,,,,2026-02-15T13:37:07.025093
Manouba,202326360,residential,,,,,,,2026-02-15T13:37:07.025093
Manouba,202326364,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,202326463,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,202326465,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,202326468,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,202326471,service,,,,,,,2026-02-15T13:37:07.025093
Manouba,202326475,residential,,,,,,,2026-02-15T13:37:07.025093
